transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount_percent,payment_mode,delivery_days,returned
TXN014586,CUST01457,PROD0659,2023-06-13,1,"₹25,308",15,Card,9,No
TXN014587,CUST01596,PROD0293,2022-04-07,2,"₹28,968",23,Card,2,No
TXN014588,CUST00117,PROD0443,2022-05-16,3,"₹31,634",3,Card,1,No
TXN014589,CUST00383,PROD1160,2023-11-07,2,"₹18,762",6,Card,1,No
TXN014590,CUST04955,PROD0600,2023-10-21,2,"₹43,606",19,Card,9,No
TXN014591,CUST02130,PROD0766,2023-03-25,1,"₹24,169",14,Card,2,No
TXN014592,CUST01851,PROD0803,2023-08-06,2,"₹40,290",8,Card,3,No
TXN014593,CUST00832,PROD0912,2023-10-17,4,"₹38,607",38,Card,8,No
TXN014594,CUST04969,PROD0071,2022-02-17,1,"₹33,321",34,Card,6,No
TXN014595,CUST02701,PROD0931,2023-08-08,2,"₹44,152",2,Card,8,No
TXN014596,CUST02782,PROD1032,2023-08-23,2,"₹21,776",24,Card,5,No
TXN014597,CUST03482,PROD0956,2022-11-10,1,"₹32,571",2,Card,3,No
TXN014598,CUST02118,PROD0780,2023-02-19,5,"₹6,977",14,Card,8,No
TXN014599,CUST04483,PROD1020,2023-06-23,1,"₹12,974",10,Card,2,No
TXN014600,CUST02007,PROD0878,2023-09-09,3,"₹14,431",23,Card,5,No
TXN014601,CUST02572,PROD0336,2022-12-15,2,"₹2,021",5,Card,9,No
TXN014602,CUST00297,PROD0627,2022-01-27,1,"₹14,926",20,Card,0,No
TXN014603,CUST00719,PROD0419,2022-10-07,2,"₹34,481",13,Card,5,No
TXN014604,CUST03137,PROD0237,2023-04-10,3,"₹47,819",26,Card,6,No
TXN014605,CUST03080,PROD0506,2023-03-28,4,"₹2,466",12,Card,-3,No
TXN014606,CUST05279,PROD0981,2023-01-05,3,"₹46,963",22,Card,2,No
TXN014607,CUST00011,PROD0399,2023-08-09,2,"₹1,725",1,Card,6,No
TXN014608,CUST04881,PROD0611,2022-04-02,4,"₹20,088",30,Card,5,No
TXN014609,CUST00411,PROD0955,2022-04-24,2,"₹27,080",12,Card,6,No
TXN014610,CUST02940,PROD0002,2024-01-01,1000,"₹19,671",15,Card,2,No
TXN014611,CUST02655,PROD0016,2022-11-25,2,"₹49,745",0,Card,6,No
TXN014612,CUST05326,PROD0279,2022-12-17,2,"₹37,630",1,Card,9,No
TXN014613,CUST03187,PROD0370,2023-06-21,2,"₹46,372",31,Card,1,No
TXN014614,CUST03451,PROD0963,2022-02-17,2,"₹35,365",1,Card,1,No
TXN014615,CUST00599,PROD0887,2023-03-28,1,"₹8,680",3,Card,-3,No
TXN014616,CUST00824,PROD0378,2022-11-01,1,"₹47,131",1,Card,-3,No
TXN014617,CUST02398,PROD1079,2022-05-24,2,"₹48,979",3,Card,-3,No
TXN014618,CUST05218,PROD0208,2022-01-15,5,"₹17,059",12,Card,10,No
TXN014619,CUST04115,PROD0132,2022-10-30,1,"₹31,828",0,Card,1,No
TXN014620,CUST00313,PROD0178,2023-08-18,2,"₹25,283",2,Card,8,No
TXN014621,CUST02975,PROD0754,2023-02-25,4,"₹11,462",14,Card,3,No
TXN014622,CUST03739,PROD0437,2023-04-06,1,"₹29,306",2,Card,8,No
TXN014623,CUST02493,PROD0963,2022-09-30,4,"₹25,420",32,Card,2,No
TXN014624,CUST01946,PROD0679,2023-11-02,3,"₹12,977",13,Card,10,No
TXN014625,CUST00231,PROD0525,2023-05-01,2,"₹38,949",9,Card,1,No
TXN014626,CUST03741,PROD0071,2022-04-20,1,"₹49,398",22,Card,4,No
TXN014627,CUST02673,PROD0054,2023-06-22,1,"₹10,354",7,Card,1,No
TXN014628,CUST03455,PROD0013,2022-11-11,1,"₹49,452",0,Card,2,No
TXN014629,CUST03584,PROD0080,2022-09-10,4,"₹11,530",27,Card,4,No
TXN014630,CUST00044,PROD0476,2023-11-06,5,"₹48,302",10,Card,1,No
TXN014631,CUST02925,PROD1084,2022-11-13,3,"₹24,814",8,Card,8,No
TXN014632,CUST03694,PROD1071,2023-06-15,2,"₹41,129",10,Card,9,No
TXN014633,CUST02271,PROD0714,2022-08-08,1000,"₹1,372",0,Card,4,No
TXN014634,CUST03458,PROD1060,2023-01-30,4,"₹10,051",39,Card,0,No
TXN014635,CUST02950,PROD0286,2022-07-20,3,"₹20,218",2,Card,8,No
TXN014636,CUST05385,PROD0944,2022-11-03,1,"₹30,616",22,Card,9,No
TXN014637,CUST02319,PROD0228,2022-06-15,1,"₹31,596",18,Card,2,No
TXN014638,CUST03386,PROD0171,2023-06-23,2,"₹30,216",8,Card,9,No
TXN014639,CUST02295,PROD0524,2022-03-13,2,"₹27,929",36,Card,4,No
TXN014640,CUST02996,PROD0298,2023-06-17,2,"₹19,962",5,Card,2,No
TXN014641,CUST03639,PROD0457,2023-06-28,5,"₹34,367",15,Card,0,No
TXN014642,CUST04917,PROD0478,2023-03-27,3,"₹31,655",18,Card,3,No
TXN014643,CUST03368,PROD0272,2023-01-03,3,"₹38,176",18,Card,-3,No
TXN014644,CUST03285,PROD0461,2022-06-24,2,₹731,39,Card,7,No
TXN014645,CUST02343,PROD1123,2023-11-22,2,"₹13,811",2,Card,-3,No
TXN014646,CUST00171,PROD0434,2023-11-11,1,"₹2,296",12,Card,5,No
TXN014647,CUST04342,PROD0627,2022-09-09,2,"₹23,566",25,Card,8,No
TXN014648,CUST05261,PROD0796,2022-09-18,1,"₹23,891",19,Card,3,No
TXN014649,CUST01640,PROD0621,2022-12-13,2,"₹49,669",22,Card,1,No
TXN014650,CUST00617,PROD0396,2022-12-24,1,"₹45,606",18,Card,10,No
TXN014651,CUST00240,PROD0860,2022-07-31,2,"₹49,996",30,Card,1,No
TXN014652,CUST04494,PROD0930,2023-04-15,1,"₹9,776",5,Card,-3,No
TXN014653,CUST01857,PROD0387,2022-01-01,1,"₹25,319",34,Card,4,No
TXN014654,CUST00923,PROD0534,2023-03-28,5,"₹20,586",5,Card,3,No
TXN014655,CUST04888,PROD0214,2022-12-17,3,"₹30,249",16,Card,8,No
TXN014656,CUST01905,PROD0397,2023-10-25,3,"₹49,213",0,Card,-3,No
TXN014657,CUST03150,PROD0044,2023-12-12,2,"₹13,911",27,Card,6,No
TXN014658,CUST00813,PROD0592,2023-02-17,3,"₹23,504",30,Card,10,No
TXN014659,CUST05000,PROD0366,2022-02-12,3,"₹39,681",15,Card,4,No
TXN014660,CUST01731,PROD0174,2022-10-14,5,"₹32,528",3,Card,6,No
TXN014661,CUST00832,PROD0273,2022-02-07,1,"₹41,422",2,Card,-3,No
TXN014662,CUST03425,PROD0490,2022-12-11,4,"₹24,151",6,Card,2,No
TXN014663,CUST05141,PROD1120,2023-12-20,1000,"₹12,665",22,Card,7,No
TXN014664,CUST02208,PROD0602,2023-07-01,1,"₹12,807",3,Card,6,No
TXN014665,CUST04840,PROD1095,2022-03-23,2,"₹20,891",19,Card,4,No
TXN014666,CUST03433,PROD0612,2023-05-19,2,"₹10,477",12,Card,3,No
TXN014667,CUST04909,PROD0327,2022-03-28,4,"₹1,670",7,Card,9,No
TXN014668,CUST03369,PROD0347,2023-06-02,1,"₹9,005",35,Card,0,No
TXN014669,CUST02228,PROD0166,2023-05-22,3,"₹13,861",33,Card,-3,No
TXN014670,CUST02261,PROD0880,2022-06-18,5,"₹48,582",3,Card,8,No
TXN014671,CUST04626,PROD0752,2023-06-16,1,"₹27,830",25,Card,6,No
TXN014672,CUST05035,PROD0344,2023-11-25,1,"₹38,259",34,Card,1,No
TXN014673,CUST02918,PROD0061,2022-07-27,1000,"₹40,114",19,Card,2,No
TXN014674,CUST03521,PROD0364,2023-10-06,4,"₹5,618",9,Card,6,No
TXN014675,CUST04381,PROD0925,2022-09-07,3,"₹2,795",5,Card,1,No
TXN014676,CUST02709,PROD1024,2022-08-18,2,"₹17,488",29,Card,1,No
TXN014677,CUST01821,PROD0034,2023-12-12,5,"₹3,420",2,Card,5,No
TXN014678,CUST00649,PROD0405,2023-11-08,5,₹858,19,Card,3,No
TXN014679,CUST00189,PROD0897,2022-01-15,3,"₹6,537",2,Card,9,No
TXN014680,CUST01223,PROD0138,2022-11-17,2,"₹21,139",15,Card,4,No
TXN014681,CUST05222,PROD0028,2022-09-18,3,"₹7,212",3,Card,6,No
TXN014682,CUST00479,PROD0106,2022-02-06,1,"₹17,079",39,Card,10,No
TXN014683,CUST03063,PROD0157,2023-04-03,1,"₹42,147",38,Card,4,No
TXN014684,CUST02026,PROD1131,2022-08-12,4,"₹32,814",16,Card,9,No
TXN014685,CUST04613,PROD0196,2022-03-26,1,"₹37,850",28,Card,-3,No
TXN014686,CUST01889,PROD1009,2023-09-11,1,"₹45,526",3,Card,7,No
TXN014687,CUST01551,PROD0202,2022-09-26,2,"₹28,859",9,Card,6,No
TXN014688,CUST02917,PROD0109,2022-07-17,1,"₹23,953",8,Card,6,No
TXN014689,CUST05234,PROD0543,2022-01-31,1,"₹24,892",10,Card,6,No
TXN014690,CUST03256,PROD0041,2023-08-15,2,"₹42,639",0,Card,8,No
TXN014691,CUST02807,PROD1088,2022-10-09,2,"₹25,263",30,Card,5,No
TXN014692,CUST00034,PROD0890,2023-10-07,1,"₹32,881",16,Card,8,No
TXN014693,CUST00296,PROD0682,2022-01-31,2,"₹42,600",35,Card,-3,No
TXN014694,CUST02501,PROD0812,2023-02-08,2,"₹23,172",17,Card,5,No
TXN014695,CUST03780,PROD0415,2022-03-07,1,"₹7,822",6,Card,1,No
TXN014696,CUST03577,PROD0372,2023-02-11,5,"₹17,546",25,Card,10,No
TXN014697,CUST01430,PROD0804,2023-04-30,1,"₹26,795",23,Card,2,No
TXN014698,CUST05247,PROD0364,2023-08-15,3,"₹39,911",32,Card,4,No
TXN014699,CUST02190,PROD0471,2022-07-16,3,"₹47,350",25,Card,3,No
TXN014700,CUST01988,PROD0500,2022-05-15,1,"₹36,819",28,Card,1,No
TXN014701,CUST04744,PROD1006,2022-08-16,1,"₹2,157",23,Card,4,No
TXN014702,CUST02883,PROD0423,2022-05-15,5,"₹12,176",11,Card,4,No
TXN014703,CUST01710,PROD0579,2022-06-11,2,"₹29,425",27,Card,8,No
TXN014704,CUST02778,PROD0403,2022-06-20,2,"₹23,394",25,Card,8,No
TXN014705,CUST03698,PROD0494,2022-05-20,4,"₹20,756",24,Card,1,No
TXN014706,CUST01548,PROD0492,2023-01-22,1,"₹18,613",14,Card,7,No
TXN014707,CUST00463,PROD0925,2022-10-20,4,"₹3,246",30,Card,0,No
TXN014708,CUST03316,PROD0946,2022-03-14,2,"₹5,708",33,Card,6,No
TXN014709,CUST05306,PROD0531,2022-01-28,3,"₹13,410",7,Card,1,No
TXN014710,CUST03305,PROD0941,2023-12-16,4,"₹31,658",26,Card,2,No
TXN014711,CUST00514,PROD0113,2022-03-28,2,"₹39,435",3,Card,3,No
TXN014712,CUST04097,PROD0344,2023-08-06,1,"₹5,743",11,Card,3,No
TXN014713,CUST05359,PROD0358,2023-05-26,3,"₹28,979",30,Card,-3,No
TXN014714,CUST05175,PROD0126,2023-04-23,4,"₹25,330",20,Card,2,No
TXN014715,CUST03567,PROD0082,2023-08-19,2,"₹43,393",19,Card,0,No
TXN014716,CUST03804,PROD0252,2023-01-31,2,"₹15,741",16,Card,6,No
TXN014717,CUST03688,PROD0382,2023-07-18,1,"₹33,178",30,Card,4,No
TXN014718,CUST03939,PROD0717,2023-05-07,3,"₹43,196",14,Card,6,No
TXN014719,CUST03490,PROD1123,2022-04-24,5,"₹34,522",31,Card,1,No
TXN014720,CUST01472,PROD0452,2022-10-02,3,"₹9,942",1,Card,6,No
TXN014721,CUST00338,PROD0595,2022-08-10,4,"₹34,583",27,Card,6,No
TXN014722,CUST03082,PROD0024,2022-11-15,4,"₹39,506",20,Card,7,No
TXN014723,CUST03413,PROD0353,2022-08-25,1,"₹21,320",12,Card,-3,No
TXN014724,CUST05224,PROD0073,2022-01-17,2,"₹27,396",32,Card,2,No
TXN014725,CUST02393,PROD0695,2022-04-01,2,"₹40,175",26,Card,7,No
TXN014726,CUST00977,PROD0515,2023-02-06,3,"₹47,214",25,Card,-3,No
TXN014727,CUST04979,PROD0771,2022-03-28,1,"₹40,945",33,Card,5,No
TXN014728,CUST02246,PROD1054,2023-01-12,3,"₹27,654",17,Card,2,No
TXN014729,CUST05134,PROD0658,2022-09-24,1,"₹17,544",9,Card,7,No
TXN014730,CUST04069,PROD0939,2022-10-05,4,"₹31,217",18,Card,10,No
TXN014731,CUST01704,PROD0834,2022-01-21,1000,"₹5,140",11,Card,-3,No
TXN014732,CUST00872,PROD1051,2023-05-07,1,"₹16,747",23,Card,6,No
TXN014733,CUST03410,PROD0622,2023-11-22,2,"₹22,361",0,Card,-3,No
TXN014734,CUST02590,PROD0019,2023-02-18,4,"₹46,033",8,Card,4,No
TXN014735,CUST04553,PROD0528,2022-07-02,2,"₹26,261",28,Card,0,No
TXN014736,CUST01550,PROD0794,2023-01-21,1,"₹38,319",27,Card,9,No
TXN014737,CUST03508,PROD1170,2023-08-14,3,"₹16,413",34,Card,7,No
TXN014738,CUST04462,PROD0542,2022-09-19,3,"₹29,282",17,Card,4,No
TXN014739,CUST02622,PROD0617,2023-08-05,3,"₹3,552",18,Card,0,No
TXN014740,CUST02530,PROD1173,2023-10-29,5,"₹2,934",21,Card,7,No
TXN014741,CUST02158,PROD1066,2022-08-02,1000,"₹2,348",17,Card,4,No
TXN014742,CUST02357,PROD0165,2023-03-13,5,"₹47,793",36,Card,10,No
TXN014743,CUST00160,PROD0809,2022-02-04,1,"₹10,173",11,Card,6,No
TXN014744,CUST04940,PROD0864,2023-12-12,1,"₹4,000",8,Card,3,No
TXN014745,CUST02103,PROD1118,2022-06-18,4,"₹6,562",35,Card,9,No
TXN014746,CUST02809,PROD1112,2023-05-23,3,"₹12,443",14,Card,6,No
TXN014747,CUST02000,PROD1078,2022-08-15,2,"₹30,604",8,Card,7,No
TXN014748,CUST02582,PROD0372,2023-02-16,2,"₹21,755",8,Card,-3,No
TXN014749,CUST02994,PROD0365,2022-02-24,5,"₹38,627",30,Card,1,No
TXN014750,CUST02935,PROD1061,2022-09-26,1,"₹1,099",5,Card,6,No
TXN014751,CUST02312,PROD0119,2022-05-21,5,"₹35,020",38,Card,7,No
TXN014752,CUST02796,PROD0409,2023-05-29,3,"₹49,468",14,Card,2,No
TXN014753,CUST04329,PROD0363,2022-08-27,4,"₹26,059",39,Card,2,No
TXN014754,CUST04329,PROD0958,2023-06-24,2,"₹12,380",9,Card,6,No
TXN014755,CUST03589,PROD1177,2022-07-28,3,"₹3,867",0,Card,-3,No
TXN014756,CUST03117,PROD0323,2023-04-06,3,"₹4,229",7,Card,1,No
TXN014757,CUST04654,PROD0758,2022-07-07,2,"₹2,980",23,Card,6,No
TXN014758,CUST03748,PROD0944,2023-06-22,2,"₹34,299",20,Card,7,No
TXN014759,CUST01950,PROD0448,2023-03-31,3,"₹46,081",35,Card,5,No
TXN014760,CUST01460,PROD1154,2023-08-21,1,"₹33,573",29,Card,-3,No
TXN014761,CUST04431,PROD0704,2022-12-18,5,"₹16,039",2,Card,6,No
TXN014762,CUST02452,PROD0709,2022-12-22,5,"₹12,406",5,Card,8,No
TXN014763,CUST04352,PROD0979,2023-04-06,1,"₹22,873",37,Card,9,No
TXN014764,CUST05186,PROD0342,2023-09-01,5,"₹7,798",24,Card,1,No
TXN014765,CUST03068,PROD0475,2023-12-01,3,"₹13,647",32,Card,2,No
TXN014766,CUST04091,PROD0291,2022-10-23,2,"₹9,066",10,Card,10,No
TXN014767,CUST02989,PROD0172,2022-01-12,2,"₹31,423",11,Card,7,No
TXN014768,CUST00772,PROD0301,2022-04-08,2,"₹25,489",0,Card,6,No
TXN014769,CUST05042,PROD0149,2022-05-09,2,"₹24,499",3,Card,7,No
TXN014770,CUST01112,PROD0660,2023-12-14,2,"₹14,110",4,Card,2,No
TXN014771,CUST03312,PROD1119,2022-07-22,2,"₹35,787",34,Card,9,No
TXN014772,CUST04407,PROD0698,2022-07-26,1,"₹11,442",10,Card,6,No
TXN014773,CUST01595,PROD0967,2022-02-05,3,"₹39,626",29,Card,10,No
TXN014774,CUST02730,PROD0417,2022-01-05,3,"₹19,562",32,Card,2,No
TXN014775,CUST01282,PROD0257,2022-03-25,1000,"₹34,665",39,Card,-3,No
TXN014776,CUST03586,PROD0515,2022-07-25,1,"₹18,511",20,Card,2,No
TXN014777,CUST02829,PROD0679,2022-07-23,1,"₹9,900",21,Card,9,No
TXN014778,CUST02374,PROD0912,2023-09-15,2,"₹36,621",24,Card,-3,No
TXN014779,CUST04886,PROD0205,2023-07-13,1,"₹18,452",33,Card,4,No
TXN014780,CUST00342,PROD0690,2023-02-10,3,"₹14,328",3,Card,0,No
TXN014781,CUST05099,PROD0344,2023-01-26,1,"₹19,225",11,Card,7,No
TXN014782,CUST04934,PROD0465,2023-11-29,2,"₹14,535",3,Card,6,No
TXN014783,CUST04724,PROD0029,2022-01-12,3,"₹2,504",22,Card,4,No
TXN014784,CUST02819,PROD0105,2022-10-14,2,"₹3,095",37,Card,7,No
TXN014785,CUST02926,PROD0334,2022-10-26,2,"₹41,254",5,Card,2,No
TXN014786,CUST01273,PROD1093,2022-02-03,4,"₹35,797",32,Card,6,No
TXN014787,CUST00710,PROD0107,2022-05-18,5,"₹49,721",34,Card,1,No
TXN014788,CUST00739,PROD0102,2022-07-13,1,"₹24,235",32,Card,7,No
TXN014789,CUST01779,PROD0552,2022-05-29,4,"₹48,269",5,Card,10,No
TXN014790,CUST05042,PROD0137,2023-03-19,2,"₹37,762",6,Card,3,No
TXN014791,CUST04591,PROD0490,2022-08-30,2,"₹40,343",20,Card,4,No
TXN014792,CUST04131,PROD0067,2022-06-05,1,"₹37,032",14,Card,4,No
TXN014793,CUST03719,PROD1175,2023-10-21,3,"₹46,211",1,Card,-3,No
TXN014794,CUST04914,PROD0278,2022-03-07,1,"₹24,211",22,Card,3,No
TXN014795,CUST00010,PROD0212,2023-11-19,3,"₹15,180",2,Card,9,No
TXN014796,CUST05082,PROD0628,2022-12-21,1000,"₹48,956",11,Card,7,No
TXN014797,CUST01738,PROD0648,2023-03-18,4,"₹48,931",14,Card,6,No
TXN014798,CUST02579,PROD1171,2022-01-08,5,"₹25,414",32,Card,7,No
TXN014799,CUST01559,PROD0365,2022-07-29,2,"₹20,159",12,Card,-3,No
TXN014800,CUST02143,PROD0678,2023-06-13,1,"₹41,911",12,Card,1,No
TXN014801,CUST02624,PROD0863,2022-07-10,1,"₹7,467",27,Card,0,No
TXN014802,CUST04001,PROD0395,2023-05-06,1,"₹17,439",12,Card,5,No
TXN014803,CUST04546,PROD0555,2022-03-01,2,"₹48,441",23,Card,4,No
TXN014804,CUST05340,PROD0803,2023-01-23,3,"₹37,162",38,Card,0,No
TXN014805,CUST02144,PROD1163,2023-05-02,2,"₹33,158",29,Card,2,No
TXN014806,CUST00865,PROD0424,2023-07-17,3,"₹10,589",35,Card,6,No
TXN014807,CUST01801,PROD0416,2023-09-15,2,"₹18,732",3,Card,4,No
TXN014808,CUST03453,PROD0945,2024-01-01,1,"₹8,858",12,Card,2,No
TXN014809,CUST02717,PROD0346,2023-09-21,2,"₹34,514",11,Card,4,No
TXN014810,CUST04303,PROD0697,2022-04-06,2,"₹31,162",0,Card,3,No
TXN014811,CUST01810,PROD0577,2022-04-02,1000,"₹10,791",16,Card,-3,No
TXN014812,CUST04946,PROD0816,2023-12-31,2,"₹17,302",23,Card,10,No
TXN014813,CUST04342,PROD0180,2023-09-21,3,"₹1,071",33,Card,3,No
TXN014814,CUST01998,PROD0214,2023-02-16,4,"₹38,156",38,Card,6,No
TXN014815,CUST02932,PROD0438,2022-12-08,2,"₹38,842",6,Card,1,No
TXN014816,CUST02131,PROD0153,2023-12-26,5,"₹22,953",22,Card,5,No
TXN014817,CUST04413,PROD0872,2022-06-07,2,"₹34,501",20,Card,6,No
TXN014818,CUST02693,PROD0941,2023-07-03,1000,"₹36,087",23,Card,10,No
TXN014819,CUST03177,PROD1147,2023-03-31,1,"₹29,632",35,Card,4,No
TXN014820,CUST02797,PROD0606,2023-06-09,3,"₹4,159",2,Card,2,No
TXN014821,CUST04696,PROD0752,2022-11-09,4,"₹20,643",28,Card,8,No
TXN014822,CUST05203,PROD0954,2023-07-02,1,"₹28,804",27,Card,9,No
TXN014823,CUST01556,PROD0788,2022-10-15,1,"₹11,598",1,Card,8,No
TXN014824,CUST03691,PROD1160,2023-11-07,1,"₹43,569",3,Card,-3,No
TXN014825,CUST04937,PROD1183,2023-09-08,1,"₹11,107",16,Card,8,No
TXN014826,CUST03573,PROD0152,2023-11-17,2,"₹19,884",19,Card,-3,No
TXN014827,CUST04444,PROD0894,2022-03-15,4,"₹22,888",35,Card,7,No
TXN014828,CUST05392,PROD0909,2023-02-17,1,"₹15,460",25,Card,5,No
TXN014829,CUST00331,PROD0456,2023-04-17,1,"₹24,800",21,Card,10,No
TXN014830,CUST04706,PROD0334,2023-03-20,1,"₹31,320",18,Card,10,No
TXN014831,CUST01945,PROD0463,2022-08-23,1,"₹9,624",30,Card,-3,No
TXN014832,CUST04840,PROD1050,2023-02-06,5,"₹15,670",24,Card,6,No
TXN014833,CUST03959,PROD1190,2023-02-22,1,"₹31,311",29,Card,0,No
TXN014834,CUST04665,PROD0806,2022-02-04,2,"₹28,161",8,Card,9,No
TXN014835,CUST01685,PROD0439,2023-07-13,1,"₹26,378",29,Card,3,No
TXN014836,CUST02437,PROD0097,2023-08-27,1,"₹22,218",31,Card,4,No
TXN014837,CUST00971,PROD0394,2022-10-18,1,"₹41,899",14,Card,8,No
TXN014838,CUST00747,PROD0267,2023-05-17,1,"₹5,309",35,Card,5,No
TXN014839,CUST02185,PROD1147,2022-07-16,1,"₹18,147",34,Card,5,No
TXN014840,CUST01385,PROD0830,2022-12-22,4,"₹36,735",0,Card,-3,No
TXN014841,CUST04031,PROD1065,2023-11-26,2,"₹19,326",20,Card,3,No
TXN014842,CUST05322,PROD0121,2022-08-22,2,"₹16,618",35,Card,6,No
TXN014843,CUST01019,PROD0425,2023-06-15,2,"₹27,316",2,Card,3,No
TXN014844,CUST02579,PROD0004,2022-06-05,1,"₹25,950",14,Card,10,No
TXN014845,CUST04112,PROD0643,2022-09-30,1,"₹20,025",23,Card,10,No
TXN014846,CUST04664,PROD1023,2023-02-07,1,"₹15,742",15,Card,2,No
TXN014847,CUST03941,PROD0819,2023-10-25,1,"₹33,910",6,Card,6,No
TXN014848,CUST02025,PROD0183,2023-10-19,5,"₹16,278",15,Card,9,No
TXN014849,CUST01543,PROD1131,2022-10-26,1,"₹20,960",27,Card,2,No
TXN014850,CUST02712,PROD0499,2022-03-23,2,"₹49,086",11,Card,2,No
TXN014851,CUST03047,PROD0072,2022-08-18,3,"₹28,616",24,Card,7,No
TXN014852,CUST01455,PROD0070,2022-10-13,2,"₹11,503",29,Card,1,No
TXN014853,CUST03004,PROD0581,2023-05-20,3,"₹26,109",7,Card,7,No
TXN014854,CUST01703,PROD0123,2022-07-02,1,"₹15,803",10,Card,10,No
TXN014855,CUST04421,PROD0392,2022-08-18,2,"₹34,929",35,Card,5,No
TXN014856,CUST05418,PROD0915,2023-11-24,4,"₹25,815",35,Card,8,No
TXN014857,CUST03874,PROD0368,2023-02-09,2,"₹13,810",35,Card,3,No
TXN014858,CUST00122,PROD0458,2022-04-15,1000,"₹44,469",29,Card,-3,No
TXN014859,CUST01477,PROD0183,2022-03-28,3,"₹35,476",5,Card,9,No
TXN014860,CUST00266,PROD1096,2022-10-26,3,"₹24,931",34,Card,2,No
TXN014861,CUST00028,PROD0512,2023-05-09,2,"₹26,260",29,Card,10,No
TXN014862,CUST05379,PROD1032,2022-11-21,5,"₹38,593",13,Card,10,No
TXN014863,CUST02125,PROD1096,2023-12-15,2,"₹21,397",36,Card,4,No
TXN014864,CUST00432,PROD0724,2023-01-30,5,"₹47,052",27,Card,9,No
TXN014865,CUST04975,PROD0046,2022-11-12,2,"₹24,874",39,Card,-3,No
TXN014866,CUST03778,PROD1174,2023-09-28,5,"₹20,403",4,Card,3,No
TXN014867,CUST05155,PROD0593,2023-01-23,3,"₹36,316",20,Card,7,No
TXN014868,CUST04532,PROD0940,2022-08-01,4,"₹43,129",5,Card,4,No
TXN014869,CUST01086,PROD0773,2022-03-03,1,"₹27,746",23,Card,2,No
TXN014870,CUST02095,PROD0482,2022-03-22,1,"₹27,473",15,Card,8,No
TXN014871,CUST02486,PROD1199,2022-04-12,4,"₹40,475",6,Card,5,No
TXN014872,CUST00101,PROD0655,2023-06-01,2,"₹29,056",25,Card,2,No
TXN014873,CUST05399,PROD0237,2023-06-03,3,"₹31,760",20,Card,1,No
TXN014874,CUST02155,PROD0991,2022-01-21,1000,"₹33,778",17,Card,1,No
TXN014875,CUST05079,PROD0687,2022-02-15,1,"₹48,734",16,Card,10,No
TXN014876,CUST03049,PROD1164,2022-06-27,2,"₹20,441",20,Card,7,No
TXN014877,CUST04983,PROD0064,2022-10-23,1,"₹48,463",5,Card,6,No
TXN014878,CUST00800,PROD0279,2022-02-25,1,"₹36,929",18,Card,3,No
TXN014879,CUST05122,PROD0050,2023-07-26,3,"₹17,599",1,Card,1,No
TXN014880,CUST03823,PROD0215,2023-12-14,1,"₹22,667",18,Card,8,No
TXN014881,CUST01296,PROD0036,2023-03-31,2,"₹8,012",21,Card,6,No
TXN014882,CUST05264,PROD0431,2023-12-07,1000,"₹28,916",15,Card,10,No
TXN014883,CUST00435,PROD0505,2023-03-17,2,"₹27,654",24,Card,2,No
TXN014884,CUST03805,PROD0249,2022-01-13,5,"₹4,370",10,Card,1,No
TXN014885,CUST02614,PROD0734,2022-02-01,2,"₹15,982",11,Card,3,No
TXN014886,CUST00916,PROD0805,2022-02-22,1,"₹46,801",27,Card,10,No
TXN014887,CUST02276,PROD0468,2023-08-29,2,"₹49,906",1,Card,7,No
TXN014888,CUST04641,PROD0761,2023-01-07,1,"₹10,007",37,Card,4,No
TXN014889,CUST05334,PROD0510,2023-03-05,3,"₹37,632",11,Card,5,No
TXN014890,CUST00648,PROD0726,2023-04-22,2,"₹26,327",24,Card,8,No
TXN014891,CUST02296,PROD0810,2023-09-18,3,"₹46,850",1,Card,4,No
TXN014892,CUST04079,PROD1182,2023-11-17,2,"₹33,867",32,Card,1,No
TXN014893,CUST01432,PROD1118,2022-10-18,3,"₹22,248",12,Card,9,No
TXN014894,CUST05173,PROD0166,2023-01-24,1,"₹29,169",23,Card,1,No
TXN014895,CUST02362,PROD1080,2023-05-23,3,"₹16,812",19,Card,0,No
TXN014896,CUST04133,PROD0846,2022-11-26,1,"₹24,104",19,Card,8,No
TXN014897,CUST00724,PROD1106,2023-10-06,2,"₹3,361",11,Card,-3,No
TXN014898,CUST01548,PROD1012,2022-01-11,3,"₹21,368",36,Card,10,No
TXN014899,CUST00980,PROD0546,2022-01-12,5,"₹3,346",7,Card,7,No
TXN014900,CUST00084,PROD0063,2022-11-20,4,"₹3,782",35,Card,10,No
TXN014901,CUST05214,PROD0702,2023-05-15,2,"₹38,583",32,Card,0,No
TXN014902,CUST03487,PROD0555,2022-02-09,5,"₹4,309",30,Card,2,No
TXN014903,CUST01366,PROD0607,2023-12-23,2,"₹42,743",37,Card,10,No
TXN014904,CUST04815,PROD0148,2022-12-19,2,"₹34,020",28,Card,1,No
TXN014905,CUST00550,PROD0308,2023-11-01,3,"₹44,528",17,Card,2,No
TXN014906,CUST03493,PROD0098,2023-08-06,5,"₹36,863",19,Card,2,No
TXN014907,CUST02763,PROD1066,2023-09-01,3,"₹48,178",7,Card,8,No
TXN014908,CUST03854,PROD0316,2023-04-24,5,"₹36,970",39,Card,3,No
